Document No.,Sell-to Customer No.,Sell-to Customer Name,No.,Description,Posting Date,Quantity,Unit Price Excl. Tax,Amount
PS-INV181457,10511,"Sysco Nashville, LLC",F53072,"Cs. 5"" Challah Bun 8-8pk",1/28/2026,16.,37.05,592.80
PS-INV181457,10511,"Sysco Nashville, LLC",F51200,"Cs. Jalapeno Corn Hearth 5/8"" 8lvs",1/28/2026,16.,60.07,961.12
PS-INV181457,10511,"Sysco Nashville, LLC",F53001,"Cs. 4"" Brioche Bun 8-12pk",1/28/2026,252.,46.10,"11,617.20"
PS-INV181457,10511,"Sysco Nashville, LLC",F53116,"Cs. 7"" French Hinged 12",1/28/2026,48.,38.00,"1,824.00"
PS-INV181457,10511,"Sysco Nashville, LLC",F53128,"Cs. 8"" Philly Unsliced 10-6pk",1/28/2026,112.,45.00,"5,040.00"
PS-INV181756,Z10700,Sysco-Charlotte,F52564,"Cs. Rye Batard 5/8"" 8lvs",1/13/2026,32.,46.38,"1,484.16"
PS-INV181880,10155-45,Hammer and Spoon MTWTHF,F56251,Cs. Challah Sliders Sliced 18-12pks,1/13/2026,0.,-,-
PS-INV181880,10155-45,Hammer and Spoon MTWTHF,F56560,"Gluten Free 3.5"" Hamburger 36ct",1/13/2026,0.,-,-
PS-INV181880,10155-45,Hammer and Spoon MTWTHF,F56255,Cs. English Muffin 30-6pk,1/13/2026,0.,-,-
PS-INV181948,20334,Sysco Atlanta,F53106,Cs. Large Hot Dog 12-6pk,1/30/2026,16.,36.50,584.00
PS-INV181948,20334,Sysco Atlanta,F53116,"Cs. 7"" French Hinged 12",1/30/2026,56.,31.42,"1,759.52"
PS-INV181948,20334,Sysco Atlanta,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",1/30/2026,84.,34.00,"2,856.00"
PS-INV181948,20334,Sysco Atlanta,F51024,"Cs. Marble Rye 5/8"" 8lvs",1/30/2026,12.,43.26,519.12
PS-INV181948,20334,Sysco Atlanta,F51127,Cs. Challah 3-Braid 8,1/30/2026,20.,43.26,865.20
PS-INV181948,20334,Sysco Atlanta,F53001,"Cs. 4"" Brioche Bun 8-12pk",1/30/2026,84.,43.36,"3,642.24"
PS-INV181948,20334,Sysco Atlanta,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",1/30/2026,20.,41.20,824.00
PS-INV181948,20334,Sysco Atlanta,F51157,"Cs. Challah Hearth 7/8"" 8lvs",1/30/2026,12.,42.02,504.24
PS-INV181948,20334,Sysco Atlanta,F53140,"Cs. Knuckies 8"" White 12-6pk",1/30/2026,20.,41.00,820.00
PS-INV181986,10700,Gordon Food Service - Douglas,F53002,Cs. Sesame Bun 8-12pk,1/28/2026,36.,41.70,"1,501.20"
PS-INV181986,10700,Gordon Food Service - Douglas,F51361,"Cs. Honey Wheat Pullman 7/8"" 10lvs",1/28/2026,36.,41.49,"1,493.64"
PS-INV181986,10700,Gordon Food Service - Douglas,F51384,"Cs. Challah Pullman 7/8""",1/28/2026,156.,48.49,"7,564.44"
PS-INV181986,10700,Gordon Food Service - Douglas,F56255,Cs. English Muffin 30-6pk,1/28/2026,24.,36.30,871.20
PS-INV181986,10700,Gordon Food Service - Douglas,F51084,Cs. Wheatberry Hearth,1/28/2026,28.,33.30,932.40
PS-INV181986,10700,Gordon Food Service - Douglas,F53001,"Cs. 4"" Brioche Bun 8-12pk",1/28/2026,168.,36.82,"6,185.76"
PS-INV181986,10700,Gordon Food Service - Douglas,F51114,"Cs. Old Fashioned Hearth 5/8"" 8lvs",1/28/2026,56.,39.70,"2,223.20"
PS-INV181986,10700,Gordon Food Service - Douglas,F56251,Cs. Challah Sliders Sliced 18-12pks,1/28/2026,168.,39.70,"6,669.60"
PS-INV181986,10700,Gordon Food Service - Douglas,F53005,"Cs. 4"" Gourmet PDS Bun 8-12pk",1/28/2026,48.,36.00,"1,728.00"
PS-INV182105,10719-9,US Foods -Carolinas/Ft.Mill,F51137,"Cs. Texas Toast 3/4"" 12lvs",2/2/2026,176.,40.00,"7,040.00"
PS-INV182105,10719-9,US Foods -Carolinas/Ft.Mill,F53122,"Cs. 8"" Italian Hinged 12-6pk",2/2/2026,40.,39.00,"1,560.00"
PS-INV182105,10719-9,US Foods -Carolinas/Ft.Mill,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/2/2026,200.,44.00,"8,800.00"
PS-INV182105,10719-9,US Foods -Carolinas/Ft.Mill,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",2/2/2026,144.,39.00,"5,616.00"
PS-INV182288,10155-45,Hammer and Spoon MTWTHF,F56251,Cs. Challah Sliders Sliced 18-12pks,1/14/2026,0.,-,-
PS-INV182288,10155-45,Hammer and Spoon MTWTHF,F56560,"Gluten Free 3.5"" Hamburger 36ct",1/14/2026,0.,-,-
PS-INV182288,10155-45,Hammer and Spoon MTWTHF,F56255,Cs. English Muffin 30-6pk,1/14/2026,0.,-,-
PS-INV182442,11394,La Cosecha Food Service,F53127,"Cs. 8"" Philly 10-6pks",1/21/2026,12.,53.20,638.40
PS-INV182442,11394,La Cosecha Food Service,F530401,"Cs. 4.5"" Sesame 6-12pk",1/21/2026,0.,34.18,-
PS-INV182446,10549,PFG Nashville TN,F53002,Cs. Sesame Bun 8-12pk,2/3/2026,40.,37.50,"1,500.00"
PS-INV182446,10549,PFG Nashville TN,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",2/3/2026,56.,34.50,"1,932.00"
PS-INV182446,10549,PFG Nashville TN,F53070,"Cs. 5"" Challah Sesame Buns ",2/3/2026,32.,34.50,"1,104.00"
PS-INV182718,10719-3,US Foods - Raleigh/Zebulon,F53002,Cs. Sesame Bun 8-12pk,2/5/2026,60.,41.66,"2,499.60"
PS-INV182718,10719-3,US Foods - Raleigh/Zebulon,F52902,"Cs. 22"" Rye Baguette 10-2pk",2/5/2026,16.,42.53,680.48
PS-INV182718,10719-3,US Foods - Raleigh/Zebulon,F52007,"Cs. 22"" 17oz French 10",2/5/2026,32.,39.96,"1,278.72"
PS-INV182718,10719-3,US Foods - Raleigh/Zebulon,F51026,"Cs. Marble Rye 3/4"" 8lvs",2/5/2026,24.,52.00,"1,248.00"
PS-INV182727,10138-5,Costco PriceSmart Export,F53106,Cs. Large Hot Dog 12-6pk,2/9/2026,942.,26.25,"24,727.50"
PS-INV182730,20334,Sysco Atlanta,F53116,"Cs. 7"" French Hinged 12",1/29/2026,28.,31.42,879.76
PS-INV182730,20334,Sysco Atlanta,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",1/29/2026,140.,34.00,"4,760.00"
PS-INV182730,20334,Sysco Atlanta,F51024,"Cs. Marble Rye 5/8"" 8lvs",1/29/2026,12.,43.26,519.12
PS-INV182730,20334,Sysco Atlanta,F51127,Cs. Challah 3-Braid 8,1/29/2026,20.,43.26,865.20
PS-INV182730,20334,Sysco Atlanta,F53001,"Cs. 4"" Brioche Bun 8-12pk",1/29/2026,28.,43.36,"1,214.08"
PS-INV182730,20334,Sysco Atlanta,F53033,"Cs. 4"" Parker House 8-12pk",1/29/2026,28.,39.53,"1,106.84"
PS-INV182730,20334,Sysco Atlanta,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",1/29/2026,20.,41.20,824.00
PS-INV182730,20334,Sysco Atlanta,F53140,"Cs. Knuckies 8"" White 12-6pk",1/29/2026,40.,41.00,"1,640.00"
PS-INV182739,13128,Gordon Food Service - Shepherdsville,F51084,Cs. Wheatberry Hearth,1/30/2026,80.,33.30,"2,664.00"
PS-INV182739,13128,Gordon Food Service - Shepherdsville,F53001,"Cs. 4"" Brioche Bun 8-12pk",1/30/2026,256.,36.82,"9,425.92"
PS-INV182739,13128,Gordon Food Service - Shepherdsville,F51114,"Cs. Old Fashioned Hearth 5/8"" 8lvs",1/30/2026,176.,39.70,"6,987.20"
PS-INV182739,13128,Gordon Food Service - Shepherdsville,F56251,Cs. Challah Sliders Sliced 18-12pks,1/30/2026,320.,39.70,"12,704.00"
PS-INV183248,12707,PFG Florence SC,F53001,"Cs. 4"" Brioche Bun 8-12pk",1/29/2026,168.,46.60,"7,828.80"
PS-INV183255,11005,Dot Foods Inc.,F530142,Cs. Knot Roll 8-12pk,2/2/2026,256.,33.42,"8,555.52"
PS-INV183255,11005,Dot Foods Inc.,F540212,Cs. HBH White Mountain Roll,2/2/2026,32.,26.96,862.72
PS-INV183255,11005,Dot Foods Inc.,F540222,Cs. HBH Mini Twist,2/2/2026,32.,29.53,944.96
PS-INV183255,11005,Dot Foods Inc.,F540202,Cs. HBH Wheat Roll,2/2/2026,32.,26.22,839.04
PS-INV183271,12431,Ben E Keith - New Brockton,F54301,Cs. Potato Roll Sliced 12-16pk,1/29/2026,28.,50.05,"1,401.40"
PS-INV183271,12431,Ben E Keith - New Brockton,F51137,"Cs. Texas Toast 3/4"" 12lvs",1/29/2026,364.,36.00,"13,104.00"
PS-INV183271,12431,Ben E Keith - New Brockton,F53122,"Cs. 8"" Italian Hinged 12-6pk",1/29/2026,56.,30.00,"1,680.00"
PS-INV183271,12431,Ben E Keith - New Brockton,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",1/29/2026,56.,40.00,"2,240.00"
PS-INV183278,10540-01,PFG Johnson City TN,F56251,Cs. Challah Sliders Sliced 18-12pks,1/29/2026,8.,42.11,336.88
PS-INV183278,10540-01,PFG Johnson City TN,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",1/29/2026,84.,38.75,"3,255.00"
PS-INV183278,10540-01,PFG Johnson City TN,F531052,"Cs. 6"" Hot Dog Top Sliced 12-12pk",1/29/2026,12.,40.78,489.36
PS-INV183278,10540-01,PFG Johnson City TN,F51157,"Cs. Challah Hearth 7/8"" 8lvs",1/29/2026,8.,44.65,357.20
PS-INV183278,10540-01,PFG Johnson City TN,F51136,"Cs. Texas Toast 1"" 12lvs",1/29/2026,20.,40.62,812.40
PS-INV183278,10540-01,PFG Johnson City TN,F51000,Cs. Rye Bread 8lvs,1/29/2026,4.,41.60,166.40
PS-INV183278,10540-01,PFG Johnson City TN,F53094,"Cs. 6"" Italian 12-6pks",1/29/2026,108.,35.00,"3,780.00"
PS-INV183278,10540-01,PFG Johnson City TN,F51024,"Cs. Marble Rye 5/8"" 8lvs",1/29/2026,12.,53.00,636.00
PS-INV183278,10540-01,PFG Johnson City TN,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",1/29/2026,32.,43.82,"1,402.24"
PS-INV183278,10540-01,PFG Johnson City TN,F51383,"Cs. Challah Pullman 3/4"" 10lvs",1/29/2026,20.,55.13,"1,102.60"
PS-INV183989,10155-45,Hammer and Spoon MTWTHF,F56251,Cs. Challah Sliders Sliced 18-12pks,1/20/2026,0.,-,-
PS-INV183989,10155-45,Hammer and Spoon MTWTHF,F56560,"Gluten Free 3.5"" Hamburger 36ct",1/20/2026,0.,-,-
PS-INV183989,10155-45,Hammer and Spoon MTWTHF,F56255,Cs. English Muffin 30-6pk,1/20/2026,0.,-,-
PS-INV184119,10540-03,PFG Louisville TN,F530501,"Cs. 4.5"" Challah Kaiser 6-12pk",2/2/2026,56.,38.30,"2,144.80"
PS-INV184119,10540-03,PFG Louisville TN,F51137,"Cs. Texas Toast 3/4"" 12lvs",2/2/2026,0.,40.62,-
PS-INV184119,10540-03,PFG Louisville TN,F53091,"Cs. 6"" Hoagie Slab Cut",2/2/2026,28.,35.00,980.00
PS-INV184119,10540-03,PFG Louisville TN,F530421,"Cs. 4.5"" Challah Buns 6-12pk.",2/2/2026,0.,38.30,-
PS-INV184119,10540-03,PFG Louisville TN,F51080,"Cs. Wheatberry Hearth 1/2"" 8lvs",2/2/2026,0.,49.00,-
PS-INV184119,10540-03,PFG Louisville TN,F53094,"Cs. 6"" Italian 12-6pks",2/2/2026,84.,35.00,"2,940.00"
PS-INV184119,10540-03,PFG Louisville TN,F51030,Cs. Sour Dough Hearth 8lvs,2/2/2026,28.,43.82,"1,226.96"
PS-INV184119,10540-03,PFG Louisville TN,F53072,"Cs. 5"" Challah Bun 8-8pk",2/2/2026,8.,38.07,304.56
PS-INV184119,10540-03,PFG Louisville TN,F53100,Cs. Hot Dog pl/sl 12-8pk,2/2/2026,0.,36.18,-
PS-INV184119,10540-03,PFG Louisville TN,F53106,Cs. Large Hot Dog 12-6pk,2/2/2026,4.,36.07,144.28
PS-INV184119,10540-03,PFG Louisville TN,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",2/2/2026,28.,43.82,"1,226.96"
PS-INV184128,11394,La Cosecha Food Service,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",2/4/2026,30.,30.32,909.60
PS-INV184128,11394,La Cosecha Food Service,F530401,"Cs. 4.5"" Sesame 6-12pk",2/4/2026,30.,34.18,"1,025.40"
PS-INV184128,11394,La Cosecha Food Service,F53127,"Cs. 8"" Philly 10-6pks",2/4/2026,20.,53.20,"1,064.00"
PS-INV184131,10805,Sysco Jacksonville,F53100,Cs. Hot Dog pl/sl 12-8pk,2/5/2026,8.,36.60,292.80
PS-INV184131,10805,Sysco Jacksonville,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/5/2026,84.,50.60,"4,250.40"
PS-INV184131,10805,Sysco Jacksonville,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",2/5/2026,252.,40.80,"10,281.60"
PS-INV184131,10805,Sysco Jacksonville,F51137,"Cs. Texas Toast 3/4"" 12lvs",2/5/2026,112.,39.90,"4,468.80"
PS-INV184132,10511,"Sysco Nashville, LLC",F53072,"Cs. 5"" Challah Bun 8-8pk",2/5/2026,16.,37.05,592.80
PS-INV184132,10511,"Sysco Nashville, LLC",F51200,"Cs. Jalapeno Corn Hearth 5/8"" 8lvs",2/5/2026,64.,60.07,"3,844.48"
PS-INV184132,10511,"Sysco Nashville, LLC",F51414,"Cs. Cranberry 9 Grain Hearth 5/8"" 8lvs",2/5/2026,56.,64.00,"3,584.00"
PS-INV184132,10511,"Sysco Nashville, LLC",F53001,"Cs. 4"" Brioche Bun 8-12pk",2/5/2026,216.,46.10,"9,957.60"
PS-INV184132,10511,"Sysco Nashville, LLC",F530491,Cs. 4.5 Brioche Bun 6-12pk,2/5/2026,28.,36.35,"1,017.80"
PS-INV184132,10511,"Sysco Nashville, LLC",F53116,"Cs. 7"" French Hinged 12",2/5/2026,64.,38.00,"2,432.00"
PS-INV184132,10511,"Sysco Nashville, LLC",F53128,"Cs. 8"" Philly Unsliced 10-6pk",2/5/2026,168.,45.00,"7,560.00"
PS-INV184167,12358,PFG Powell GA,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/2/2026,48.,42.60,"2,044.80"
PS-INV184167,12358,PFG Powell GA,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",2/2/2026,100.,40.00,"4,000.00"
PS-INV184167,12358,PFG Powell GA,F53122,"Cs. 8"" Italian Hinged 12-6pk",2/2/2026,8.,40.90,327.20
PS-INV184167,12358,PFG Powell GA,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",2/2/2026,36.,45.00,"1,620.00"
PS-INV184167,12358,PFG Powell GA,F53221,Cs. 4x4 Ciabatta 12-8pk,2/2/2026,36.,50.00,"1,800.00"
PS-INV184375,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F53072,"Cs. 5"" Challah Bun 8-8pk",2/2/2026,16.,34.93,558.88
PS-INV184375,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",2/2/2026,96.,35.48,"3,406.08"
PS-INV184375,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F53070,"Cs. 5"" Challah Sesame Buns ",2/2/2026,96.,32.89,"3,157.44"
PS-INV184375,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F53000,"Cs. 4"" Hamburger Bun 8-12pk",2/2/2026,56.,28.33,"1,586.48"
PS-INV184375,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F51136,"Cs. Texas Toast 1"" 12lvs",2/2/2026,84.,28.49,"2,393.16"
PS-INV184375,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F51134,Cs. Club Wheat 12lvs,2/2/2026,32.,28.49,911.68
PS-INV184375,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F51130,Cs. Club White 12lvs,2/2/2026,16.,28.49,455.84
PS-INV184375,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F53094,"Cs. 6"" Italian 12-6pks",2/2/2026,224.,25.25,"5,656.00"
PS-INV184375,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F53116,"Cs. 7"" French Hinged 12",2/2/2026,48.,28.88,"1,386.24"
PS-INV184375,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F51070,"Cs. 8-Grain 5/8"" 8lvs",2/2/2026,12.,47.74,572.88
PS-INV184375,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F51024,"Cs. Marble Rye 5/8"" 8lvs",2/2/2026,24.,36.63,879.12
PS-INV184375,10899-01,Wood Fruitticher *HBH* (USE MASTER FOR PO's) ,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/2/2026,140.,40.43,"5,660.20"
PS-INV184387,11005,Dot Foods Inc.,F530142,Cs. Knot Roll 8-12pk,2/11/2026,320.,33.42,"10,694.40"
PS-INV184574,10719-4,US Foods - Columbia/Lexington,F53010,Cs. Onion Roll 8-12pk,2/3/2026,16.,41.85,669.60
PS-INV184574,10719-4,US Foods - Columbia/Lexington,F53093,"Cs. 6"" Philly Unsliced",2/3/2026,8.,47.20,377.60
PS-INV184574,10719-4,US Foods - Columbia/Lexington,F51026,"Cs. Marble Rye 3/4"" 8lvs",2/3/2026,84.,52.00,"4,368.00"
PS-INV184574,10719-4,US Foods - Columbia/Lexington,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/3/2026,8.,43.50,348.00
PS-INV184574,10719-4,US Foods - Columbia/Lexington,F51020,"Cs. Marble Rye 1/2"" 8lvs",2/3/2026,16.,52.00,832.00
PS-INV184574,10719-4,US Foods - Columbia/Lexington,F53024,"Cs. 4"" Challah Kaiser 8-12pk",2/3/2026,16.,38.25,612.00
PS-INV184945,12692,United Food Service,F53116,"Cs. 7"" French Hinged 12",2/2/2026,252.,32.50,"8,190.00"
PS-INV184945,12692,United Food Service,F53122,"Cs. 8"" Italian Hinged 12-6pk",2/2/2026,28.,42.75,"1,197.00"
PS-INV184958,10711,Cheney Bros Statesville,F530142,Cs. Knot Roll 8-12pk,2/4/2026,112.,33.42,"3,743.04"
PS-INV184958,10711,Cheney Bros Statesville,F540202,Cs. HBH Wheat Roll,2/4/2026,8.,26.22,209.76
PS-INV185009,10719-6,US Foods - Alcoa TN.,F53094,"Cs. 6"" Italian 12-6pks",2/10/2026,28.,35.00,980.00
PS-INV185009,10719-6,US Foods - Alcoa TN.,F51136,"Cs. Texas Toast 1"" 12lvs",2/10/2026,84.,40.12,"3,370.08"
PS-INV185009,10719-6,US Foods - Alcoa TN.,F51004,"Cs. Rye 5/8"" 8lvs",2/10/2026,16.,42.03,672.48
PS-INV185009,10719-6,US Foods - Alcoa TN.,F53025,Cs. Sesame Challah Kaiser 8-12pk,2/10/2026,180.,39.00,"7,020.00"
PS-INV185009,10719-6,US Foods - Alcoa TN.,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",2/10/2026,56.,36.24,"2,029.44"
PS-INV185009,10719-6,US Foods - Alcoa TN.,F56251,Cs. Challah Sliders Sliced 18-12pks,2/10/2026,12.,41.50,498.00
PS-INV185009,10719-6,US Foods - Alcoa TN.,F51066,"Cs. Honey Wheat 3/4"" 8lvs",2/10/2026,8.,35.21,281.68
PS-INV185009,10719-6,US Foods - Alcoa TN.,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/10/2026,240.,45.49,"10,917.60"
PS-INV185009,10719-6,US Foods - Alcoa TN.,F51084,Cs. Wheatberry Hearth,2/10/2026,8.,52.47,419.76
PS-INV185009,10719-6,US Foods - Alcoa TN.,F51024,"Cs. Marble Rye 5/8"" 8lvs",2/10/2026,8.,54.00,432.00
PS-INV185009,10719-6,US Foods - Alcoa TN.,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",2/10/2026,8.,43.20,345.60
PS-INV185009,10719-6,US Foods - Alcoa TN.,F51157,"Cs. Challah Hearth 7/8"" 8lvs",2/10/2026,28.,44.15,"1,236.20"
PS-INV185009,10719-6,US Foods - Alcoa TN.,F53028,"Cs. 4"" Sour Dough Bun 8-12pk",2/10/2026,4.,47.40,189.60
PS-INV185009,10719-6,US Foods - Alcoa TN.,F53127,"Cs. 8"" Philly 10-6pks",2/10/2026,84.,42.37,"3,559.08"
PS-INV185009,10719-6,US Foods - Alcoa TN.,F51343,"Cs. White Bread Pullman 3/4"" 10lvs",2/10/2026,8.,42.22,337.76
PS-INV185009,10719-6,US Foods - Alcoa TN.,F52032,Cs. 8oz Sour Dough Boule 12-2pk,2/10/2026,28.,41.25,"1,155.00"
PS-INV185009,10719-6,US Foods - Alcoa TN.,F53024,"Cs. 4"" Challah Kaiser 8-12pk",2/10/2026,12.,40.22,482.64
PS-INV185009,10719-6,US Foods - Alcoa TN.,F52035,Cs. French Boule 12-2pk,2/10/2026,28.,32.55,911.40
PS-INV185012,Z10700,Sysco-Charlotte,F51384,"Cs. Challah Pullman 7/8""",2/3/2026,240.,51.38,"12,331.20"
PS-INV185012,Z10700,Sysco-Charlotte,F51077,"Cs. Oatie Multigrain 5/8"" 8lvs",2/3/2026,12.,54.38,652.56
PS-INV185012,Z10700,Sysco-Charlotte,F52544,"Cs. Sour Dough Batard 5/8"" 8lvs",2/3/2026,125.,61.02,"7,627.50"
PS-INV185012,Z10700,Sysco-Charlotte,F51044,"Cs. Vienna 5/8"" 8lvs",2/3/2026,84.,28.50,"2,394.00"
PS-INV185015,20334,Sysco Atlanta,F53116,"Cs. 7"" French Hinged 12",2/5/2026,28.,31.42,879.76
PS-INV185015,20334,Sysco Atlanta,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",2/5/2026,112.,34.00,"3,808.00"
PS-INV185015,20334,Sysco Atlanta,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/5/2026,112.,43.36,"4,856.32"
PS-INV185015,20334,Sysco Atlanta,F51034,"Cs. Sour Dough Hearth 5/8"" 8lvs",2/5/2026,20.,41.20,824.00
PS-INV185015,20334,Sysco Atlanta,F53140,"Cs. Knuckies 8"" White 12-6pk",2/5/2026,40.,41.00,"1,640.00"
PS-INV185031,10719-2,US Foods - Fairburn,F53005,"Cs. 4"" Gourmet PDS Bun 8-12pk",2/10/2026,52.,40.11,"2,085.72"
PS-INV185031,10719-2,US Foods - Fairburn,F56560,"Gluten Free 3.5"" Hamburger 36ct",2/10/2026,12.,48.57,582.84
PS-INV185031,10719-2,US Foods - Fairburn,F53010,Cs. Onion Roll 8-12pk,2/10/2026,36.,40.85,"1,470.60"
PS-INV185031,10719-2,US Foods - Fairburn,F53122,"Cs. 8"" Italian Hinged 12-6pk",2/10/2026,140.,40.90,"5,726.00"
PS-INV185031,10719-2,US Foods - Fairburn,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",2/10/2026,36.,38.08,"1,370.88"
PS-INV185031,10719-2,US Foods - Fairburn,F53024,"Cs. 4"" Challah Kaiser 8-12pk",2/10/2026,72.,40.22,"2,895.84"
PS-INV185051,13128,Gordon Food Service - Shepherdsville,F51084,Cs. Wheatberry Hearth,2/4/2026,80.,33.30,"2,664.00"
PS-INV185051,13128,Gordon Food Service - Shepherdsville,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/4/2026,224.,36.82,"8,247.68"
PS-INV185051,13128,Gordon Food Service - Shepherdsville,F51114,"Cs. Old Fashioned Hearth 5/8"" 8lvs",2/4/2026,96.,39.70,"3,811.20"
PS-INV185051,13128,Gordon Food Service - Shepherdsville,F56251,Cs. Challah Sliders Sliced 18-12pks,2/4/2026,448.,39.70,"17,785.60"
PS-INV185065,11394,La Cosecha Food Service,F53003,"Cs. 4"" Unseeded Challah Bun 8-12pk",2/2/2026,0.,30.32,-
PS-INV185065,11394,La Cosecha Food Service,F53127,"Cs. 8"" Philly 10-6pks",2/2/2026,10.,53.20,532.00
PS-INV185074,13092,Sysco WEST COAST,F51137,"Cs. Texas Toast 3/4"" 12lvs",2/10/2026,392.,35.00,"13,720.00"
PS-INV185074,13092,Sysco WEST COAST,F530491,Cs. 4.5 Brioche Bun 6-12pk,2/10/2026,56.,39.65,"2,220.40"
PS-INV185396,1-4,Heath West,F56251,Cs. Challah Sliders Sliced 18-12pks,1/23/2026,2.,-,-
PS-INV185598,10155-45,Hammer and Spoon MTWTHF,F56251,Cs. Challah Sliders Sliced 18-12pks,1/27/2026,0.,-,-
PS-INV185598,10155-45,Hammer and Spoon MTWTHF,F56560,"Gluten Free 3.5"" Hamburger 36ct",1/27/2026,0.,-,-
PS-INV185598,10155-45,Hammer and Spoon MTWTHF,F56255,Cs. English Muffin 30-6pk,1/27/2026,0.,-,-
PS-INV185779,11005,Dot Foods Inc.,F530142,Cs. Knot Roll 8-12pk,2/12/2026,480.,33.42,"16,041.60"
PS-INV185779,11005,Dot Foods Inc.,F540212,Cs. HBH White Mountain Roll,2/12/2026,96.,26.96,"2,588.16"
PS-INV185779,11005,Dot Foods Inc.,F540222,Cs. HBH Mini Twist,2/12/2026,128.,29.53,"3,779.84"
PS-INV185779,11005,Dot Foods Inc.,F540202,Cs. HBH Wheat Roll,2/12/2026,32.,26.22,839.04
PS-INV185785,12438,SGC Foodservice,F530142,Cs. Knot Roll 8-12pk,2/10/2026,256.,33.42,"8,555.52"
PS-INV185853,1-4,Heath West,F51381,Cs. Challah Pullman Unsliced 10lvs,1/29/2026,3.,-,-
PS-INV186185,10547,PFG Hale TN,F51024,"Cs. Marble Rye 5/8"" 8lvs",2/18/2026,28.,46.25,"1,295.00"
PS-INV186185,10547,PFG Hale TN,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/18/2026,108.,42.00,"4,536.00"
PS-INV186185,10547,PFG Hale TN,F530421,"Cs. 4.5"" Challah Buns 6-12pk.",2/18/2026,336.,38.30,"12,868.80"
PS-INV186185,10547,PFG Hale TN,F53094,"Cs. 6"" Italian 12-6pks",2/18/2026,56.,36.47,"2,042.32"
PS-INV186185,10547,PFG Hale TN,F53098,Cs. Onion Club 12-6pk,2/18/2026,60.,35.75,"2,145.00"
PS-INV186185,10547,PFG Hale TN,F53000,"Cs. 4"" Hamburger Bun 8-12pk",2/18/2026,12.,33.25,399.00
PS-INV186185,10547,PFG Hale TN,F530041,"Cs. 4"" S&P Brioche Bun 8-12pk",2/18/2026,14.,46.00,644.00
PS-INV186232,Z11655,PFG Hickory NC,F53001,"Cs. 4"" Brioche Bun 8-12pk",2/9/2026,644.,44.00,"28,336.00"
PS-INV186408,10155-45,Hammer and Spoon MTWTHF,F56251,Cs. Challah Sliders Sliced 18-12pks,1/29/2026,0.,-,-
PS-INV186408,10155-45,Hammer and Spoon MTWTHF,F56560,"Gluten Free 3.5"" Hamburger 36ct",1/29/2026,0.,-,-
PS-INV186408,10155-45,Hammer and Spoon MTWTHF,F56255,Cs. English Muffin 30-6pk,1/29/2026,0.,-,-
PS-INV186518,10711,Cheney Bros Statesville,F530142,Cs. Knot Roll 8-12pk,3/4/2026,392.,33.42,"13,100.64"
PS-INV186526,20334,Sysco Atlanta,F53116,"Cs. 7"" French Hinged 12",2/12/2026,84.,31.42,"2,639.28"
PS-INV186526,20334,Sysco Atlanta,F53087,"Cs. 3.5"" Challah Bun 8-12 pk",2/12/2026,112.,34.00,"3,808.00"
